emotion,sentiment,textual_sentiment_predicted,textual_sentiment_score,transcription_ground_truth,transcription_ASR,WER,file_path
sadness,negative,negative,0.6035733819007874,Im sorry.,I'm sorry.,0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia121_utt7.wav
surprise,negative,neutral,0.5741064548492432,"And y'know what, I just realised, in the last year Ive only gone out with two guys, Richard and Julio.",And you know what? I just realized in the last year I've only gone out with two guys. Richard and Julio. You gotta help me out here. You gotta set me off. You gotta get me back in the game.,1.15,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia122_utt0.wav
fear,negative,neutral,0.7014313340187073,"You gotta help me out here, you gotta set me up, you gotta get me back in the game.",You gotta help me out here. You gotta set me off. You gotta get me back in the game.,0.05263157894736842,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia122_utt1.wav
neutral,neutral,neutral,0.5943631529808044,"Well, that shouldnt be a problem. I mean I work in fashion and all I meet are eligible straight men.","That shouldn't be a problem. I mean, I work in fashion and all I meet are eligible straight men.",0.1,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia122_utt2.wav
neutral,neutral,neutral,0.6563665866851807,"Pete, can I get you something else?",You can get you something else.,0.2857142857142857,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia122_utt3.wav
neutral,neutral,neutral,0.6754276752471924,"Yeah, a slice of cheesecake and-and a date if youre given em out.",I'll have a slice of cheesecake and a date if you're giving them out.,0.46153846153846156,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia122_utt4.wav
neutral,neutral,neutral,0.5943460464477539,Havent you and I covered that topic?,I'm gonna do a night cover that top.,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia122_utt5.wav
neutral,neutral,neutral,0.6632989645004272,"Hmm, come on, you just said to her that you.",Come on you just said to her that you only want to go out with me because,0.9,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia122_utt6.wav
joy,positive,neutral,0.575203001499176,"Aww, the only reason you want to go out with me because my blond wig, and the big boobs, and the fact that I serve you food.","Come on, you just said to her that you only want to go out with me because my blonde wig and the big boobs in the fact that I serve you",0.4444444444444444,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia122_utt7.wav
joy,positive,neutral,0.7231609225273132,"Well, if that were true, Id dating my Aunt Ruth.","Well, that would sure I'd be dating my aunt, Ruth.",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia122_utt8.wav
disgust,negative,negative,0.7729775905609131,And the two times we went out were just plain awkward.,"And the two times we went out, it was just plain awkward. I'm like, you think she should go out with me, don't you?",1.2727272727272727,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia122_utt9.wav
neutral,neutral,neutral,0.5462000966072083,"Come on, you think she should go out with me, dont you?","Come on, you think she should go out with me, don't you? Ha-ha. Well, I'm in.",0.4166666666666667,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia122_utt10.wav
neutral,neutral,negative,0.8015734553337097,"Well, I mean, are you sure you want to go out with her?","two times we ran out, it was just plain awkward. I'm like, you think she should go out with me, don't you?",1.3846153846153846,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia122_utt11.wav
disgust,negative,neutral,0.5797720551490784,"I mean that aint a pretty picture in the morning, yknow what I mean.",Yeah.,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia122_utt12.wav
disgust,negative,neutral,0.5155413150787354,"That wig all in disarray, and boobs flung over the night stand, y'know.","Gallantisserie and boobs flung over the nightstand. I mean, really, think about it. Oh, I will.",1.1538461538461537,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia122_utt13.wav
neutral,neutral,positive,0.7642526030540466,"I mean really, think about it.","That'd be really, think about it. Oh, I will.",0.8333333333333334,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia122_utt14.wav
neutral,neutral,positive,0.7074415683746338,"Ho-ho, I will.","Oh, I will.",0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia122_utt15.wav
surprise,positive,neutral,0.8710845708847046,I believe I read that somewhere!,I believe I read that somewhere.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia123_utt0.wav
anger,negative,negative,0.9309578537940979,"That only is not funny, it's physically impossible!","Not only is it not funny, it's physically impossible.",0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia123_utt1.wav
anger,negative,neutral,0.8150864243507385,Depending    on the species I'd have to have a six foot long...,"Okay, depending on the species, I'd have to add by six foot long.",0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia123_utt3.wav
anger,negative,negative,0.6660195589065552,It's not funny!,It's not funny,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia123_utt4.wav
neutral,neutral,negative,0.628523588180542,I respectfully disagree.,I respectfully disagree.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia123_utt5.wav
anger,negative,negative,0.906410276889801,I can't believe you put that on my alumni page!,I can't believe you put that on my alumni page.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia123_utt6.wav
neutral,neutral,negative,0.8727900981903076,Who cares? Nobody reads those things,Who cares? Nobody reads those things. You better hope not.,0.6666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia123_utt7.wav
anger,negative,neutral,0.8524093627929688,You'd better hope not because I just read what you put on your    page today.,because I just read what you put on your page today.,0.26666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia123_utt8.wav
neutral,neutral,neutral,0.5525168776512146,I don't have a page.,I don't have a pay.,0.2,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia123_utt9.wav
anger,negative,negative,0.7884073257446289,Oh oh oh! I RESPECTFULLY DISAGREE!!,"Oh, oh, oh, I respectfully disagree.",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia123_utt10.wav
joy,positive,positive,0.9744768142700195,I know I miss you too. I can't wait to see you. I love you. Bye.,I know I miss you too. I can't wait to see you. I love you. Bye.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia124_utt0.wav
surprise,negative,positive,0.5411702394485474,"Okay, what is in here? Rocks?","Okay, what is in here? Rocks!",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia124_utt1.wav
neutral,neutral,neutral,0.7949521541595459,"No-no, this is my collection of fossil samples.",I know this is my collection of fossil samples.,0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia124_utt2.wav
disgust,negative,negative,0.5547235012054443,"So, rocks.",So rocks.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia124_utt3.wav
sadness,negative,negative,0.5973312258720398,"I'm really gonna miss this apartment. Y'know, Ben-Ben took his first steps right over there.","Really gonna miss this apartment. You know, Ben took his first steps right over there.",0.26666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia124_utt4.wav
joy,positive,neutral,0.5066655874252319,"Ohh. Hey, remember when I ran into this thing  and it kinda knocked me out a little?",You remember when I ran into this thing and it kind of knocked me out a little bit?,0.29411764705882354,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia124_utt5.wav
joy,positive,positive,0.9371004104614258,"I loved this place! To tell you the truth, I wish I didn't have to move.","I love this place. Tell you the truth, I wish I didn't have to move.",0.125,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia124_utt6.wav
surprise,negative,negative,0.7704968452453613,"Uhh, are you saying that you're not entirely happy about this?",Are you saying that you're not entirely happy about this?,0.09090909090909091,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia124_utt7.wav
sadness,negative,neutral,0.8123891949653625,"Well, I mean if uh, if Emily gave me a choice","Well, I mean, if Emily gave me a...",0.2727272727272727,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia124_utt8.wav
neutral,neutral,neutral,0.7935865521430969,You,You do have a choice.,4.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia124_utt9.wav
neutral,neutral,negative,0.874381959438324,Why?,"Russ, why are you listening to her? Are you crazy?",9.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia124_utt10.wav
joy,positive,negative,0.9125479459762573,"Hey, you guys! Look what I found in the giiiiiiift shop.  Get up! Get up! Get up!",What? It's not right what Emily wants you to do. She is totally out! Stop pinching me!,0.9411764705882353,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia124_utt11.wav
joy,positive,negative,0.811516523361206,"I left a bra drying on the shower rod, you dont think your son will think its yours and be horribly traumatised?","I left a brother drive on the shower, Ad. You don't think your son will think it's yours and be horribly traumatised.",0.22727272727272727,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia125_utt0.wav
neutral,neutral,neutral,0.570487916469574,"Hey, if mommy can have a wife, daddy can have a bra.","Hey, mommy can have a life, daddy can have a broth.",0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia125_utt1.wav
neutral,neutral,positive,0.5217325687408447,"Ohh, its time to go.","Oh, it's time to get...",0.6,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia125_utt2.wav
neutral,neutral,neutral,0.9514264464378357,"Huh, what can we do in 17 minutes?",What can we do in 17 minutes?,0.125,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia125_utt4.wav
neutral,neutral,neutral,0.7919586300849915,Twice?,Twice.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia125_utt5.wav
neutral,neutral,positive,0.6958819627761841,Well thats ambitious.,Oh that's ambitious.,0.6666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia125_utt6.wav
neutral,neutral,neutral,0.5400366187095642,"Hey, uh, you can ignore that.","Okay, you can ignore that.",0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia125_utt7.wav
surprise,positive,neutral,0.7494799494743347,Thats Carol with your son!,That's Carol with your son.,0.2,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia125_utt8.wav
joy,positive,positive,0.9686729311943054,"Mornings here! Sunshine is here! The sky is clear, the mornings here! The mornings here!","Mornings, here, sunshine, it's nice to hear the mornings, here, the mornings.",0.6666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia126_utt0.wav
anger,negative,neutral,0.5681082606315613,HEY!! Do you,You have to do that. It's Saturday!,2.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia126_utt1.wav
joy,positive,neutral,0.6293275952339172,Oh come on! Mornings here!  Mornings here! The morning is here! Sunshine is here!,"Oh, come on. Mornings here. Mornings here.",0.6428571428571429,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia126_utt2.wav
neutral,neutral,negative,0.9155530333518982,I,I hate this apartment!,3.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia126_utt3.wav
joy,positive,positive,0.9691661596298218,Are you kidding? I love that guy!  Mornings here! Morning is here,"Are you kidding? I love that guy. Morning here, boy.",0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia126_utt4.wav
anger,negative,negative,0.934789776802063,Stop it! I will kill you. I hate the fact that my room is so small.,Stop it! I will kill you. I hate the fact that my room is so small.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia126_utt5.wav
neutral,neutral,positive,0.5753790140151978,"Hey, I have all the space I need. Just do what I did.",I think I have all the space I need. Just do what I did.,0.15384615384615385,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia126_utt6.wav
anger,negative,negative,0.7161113619804382,"Monica, you dont even have a bed, you sleep in a ball on the floor!","Monica, you don't even have a bed, you sleep in a ball in the floor.",0.13333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia126_utt7.wav
neutral,neutral,negative,0.8738340139389038,Yknow what? I am,You know what? I am really tired of your belly.,1.75,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia126_utt8.wav
sadness,negative,negative,0.8050694465637207,Im sorry. Im so sorry.,I'm so sorry.,0.6,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia126_utt9.wav
neutral,neutral,neutral,0.7130843997001648,Okay.,Okay. Let's see.,2.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia126_utt10.wav
neutral,neutral,positive,0.9824253916740417,"See, this is a",This is a great apartment.,0.75,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia126_utt11.wav
anger,negative,negative,0.9244815707206726,Shut up! This place is a hole!,"Shut up, this place is the hole!",0.14285714285714285,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia126_utt12.wav
neutral,neutral,neutral,0.5231767892837524,"All right buddy, time to roll over.","All right, buddy. Time to roll up.",0.14285714285714285,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia127_utt0.wav
fear,negative,negative,0.4928547739982605,No-no!,"No, no, no!",3.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia127_utt1.wav
disgust,negative,neutral,0.8093701601028442,You are going to a clinic!,You are going to a clinic. You're going to a clinic.,0.8333333333333334,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia127_utt3.wav
